id,user_id,event_type,resource,resource_id,action,ip_address,created_at
7ab6a514-0f52-432c-ab02-9b951bc39ce5,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,d44ce7f7-9581-4588-ad0e-5d2c9e880412,execute,,2026-06-16T10:21:39.479983
6d3774e1-751b-41f1-9669-287725b8f656,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,bf83073c-095d-4df3-8687-748ed88e0edb,execute,,2026-06-16T10:21:40.260188
5457ce9b-b800-40f6-9355-e6186ee9ad4f,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,abb96a02-8071-43ea-85bc-343dbd3009dd,execute,,2026-06-16T10:21:40.870109
e4b31eb1-0fdc-4eb2-99a9-227ae4436b10,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,51ad3ffb-9ce8-44ef-94f1-4b4507a466ff,execute,,2026-06-16T10:21:41.486006
a14ab2d7-d7d3-4753-a85e-7d2f9899e37f,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,1b864f22-cbec-4251-848c-c6d3a940ce07,execute,,2026-06-16T10:21:42.215143
c4800578-2106-4b1a-afd7-1daa0a1f6149,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,8519f0bf-8645-44db-b526-cca1dde26233,execute,,2026-06-16T10:21:43.169883
8b170826-d13a-4456-b06d-bf3c7eb6ad02,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,16e148f2-75ef-4137-b759-550560fa16f6,execute,,2026-06-16T10:21:43.775200
8ad2d48e-8ff2-4531-8c08-6624ff32c2b4,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,3d2c81ad-35f6-4f79-baaa-e48835ebe8bb,execute,,2026-06-16T10:21:44.394222
df9620ab-da08-4af1-aa2f-8fe67942ca85,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,e9004767-ead9-4449-978f-ffe8010c183c,execute,,2026-06-16T10:21:44.969936
1c09e33f-dda8-4821-bf03-9514721ec6fa,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,a34979f1-2aa1-4647-b400-d591a0888e6e,execute,,2026-06-16T10:21:47.131940
cdb9f272-fc6c-4988-bfd9-aa2c0e2f0a23,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,0f6f1811-8188-4ed1-8e19-548b316d82b3,execute,,2026-06-16T10:21:47.859503
2e9da7dd-ece0-42d3-8550-9f93778c052c,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,c1c946ff-61d5-4b6d-9684-48679cfa561c,execute,,2026-06-16T10:21:48.430840
5899fc87-a597-4bdb-8f76-bc3756f763c2,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,7d9e5248-38c3-4ae6-bfd1-1a7f6ea6d8ad,execute,,2026-06-16T10:21:49.238720
3de2fc39-6ca3-4dba-a22c-4445275a957b,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,ca7f0e17-d331-4814-ac62-f609d0b1abd0,execute,,2026-06-16T10:21:50.020046
d5cea702-1a38-4c1d-bfd9-0d3cb6b1a5a9,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,bf135300-1c8b-492e-8add-646054863860,execute,,2026-06-16T10:21:50.822146
b7bd4f1d-edf7-44cb-b240-a61d3d317c1b,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,b8751ada-142a-4bb7-b4fc-c9432b1aa05d,execute,,2026-06-16T10:21:51.443313
7596a45c-648d-4574-8c42-71cd292d56df,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,8fe32eb3-25e2-49a8-b555-053e8ad11512,execute,,2026-06-16T10:21:52.244146
ebcfe62a-af61-455c-8e82-41da6130be5c,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,022c5a4d-7eaf-4696-aa96-2028ff837e42,execute,,2026-06-16T10:21:52.862776
0d5cc4c2-b6f9-49b4-8029-481edfe5c2cb,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,eac0e124-70b9-4ff5-9cb4-fa429d01b6c4,execute,,2026-06-16T10:21:53.602828
3ba17e33-ac6b-449a-95af-3a82390de3ab,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,ba782362-f06d-49f3-8c0d-825796909239,execute,,2026-06-16T10:21:54.858028
9b687406-da16-430e-b013-61e8de6e6c9f,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,7dc0df4a-812e-44b8-b22c-5ae7fbc562cc,execute,,2026-06-16T10:21:55.753843
5889bf02-9c1d-431f-a6ce-038116914144,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,7a6360bf-5ad6-4f90-8bf4-ba6ff8b4b92f,execute,,2026-06-16T10:21:56.482386
14ec1759-90f9-4a0c-9a94-bb995ed6b706,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,9a87cb3f-8539-4067-b392-57d6ce6a8c6a,execute,,2026-06-16T10:21:57.121688
9aa73c59-9f92-4bfe-abe4-d9060c466071,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,1d024c43-9e95-45c1-8802-84d4f2feacc2,execute,,2026-06-16T10:21:57.156615
172a6a05-6fdf-475b-95f4-097078e776d9,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,6cb8ddc4-c397-44d1-8d04-f7d9fe366ce3,execute,,2026-06-16T10:21:57.156635
